CN(CC1=CC=C(C=C1)C(C)(C)C)CC1=CC=CC2=CC=CC=C12 DB01091	CN(Cc1ccc(C(C)(C)C)cc1)Cc1cccc2ccccc12	16425928;3234337;9876718;15990370;44323300;16322911;791262;5747244;109959;8581402;14199348;23110419;5136149;10491319;696635;25960270;4976313;19628700;7802100;8385417;8988782;5703593;16560027;2617534;4514331;1527766;17779430;11591919;30793400;13711430;32302968;11113436;5051637;11184872;184457;7109529;11088225;6845313;20253839;17913744;5646239;23101832;16634273;6175522;6622133;27874467;152801;3587389;30297559;6697250;3320523;9197065;17425477;2497643;12969638;5069022;1518637;11125961;10218615;14742212;780156;26151966;1727125;2589002;18447867;35313028;16510982;57508595;26831428;26910848;457488;18044763;2223166;3212830;29956454;4397487;15900224;39145321;1940616;19414027;19958290;3185035;39626;18910550;1888662;1067212;24806994;1155829;15167108;4547418;6061423;898030;7168786;52066450;16660949;16585029;10992373;19762419;36968461;1417908;15864425;1453414;1711408;15481667;8300862;12508988;13893226;18410869;20770716;15141542;6179372;620821;1812859;23902200;32072679;2105509;19299315;30690535;9922307;1960403;9845056;4184184;25015176;15087663;17094790;24617834;20147144;1694153
[H][C@@]12N3CC[C@@]11C4=C(C=C(OC)C(=C4)[C@]4(C[C@H]5C[N@](C[C@](O)(CC)C5)CCC5=C4NC4=CC=CC=C54)C(=O)OC)N(C=O)[C@@]1([H])[C@](O)([C@H](OC(C)=O)[C@]2(CC)C=CC3)C(=O)OC DB00541	CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C=O)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1	1106022;2349897;1052992;4825118;2471491;1910088;97182;158316;428863;1201746;4028642;807123;1643189;2323449;1461243;2653613;978909;5542178;620808;230976;1719692;179677;2008583;1688526;225451;639679;555596;788581;1690616;1211367;482723;2266919;459226;428216;510177;4533911;10861;1398495;698415;1261640;2943723;6295606;421295;823256;278561;5627;1657771;223355;1676553;80194;1181580;1041579;2771201;1581985;2352;136014;1076597;3090991;900569;654116;115452;302040;5479149;617348;523667;670656;2558746;111256;846885;1631421;1562448;2867091;1120862;3188548;1568250;1482376;1981992;1258763;1433733;734930;1989922;1346507;3945362;2894438;1846673;481484;1530130;819533;1776042;436235;1595805;3010390;2561156;388064;1371719;3462856;487837;4940306;1961869;351565;925180;916458;931132;2565091;1690728;1486835;107482;777793;2097276;2300134;2676002;116671;488773;566069;452756;1038733;306619;910707;2541337;235339;146394;856760;1245879;507809;1845802;1906046;415420;288501
[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)O[C@@]21O DB00320	CN1CC(C(=O)NC2(C)OC3(O)C4CCCN4C(=O)C(Cc4ccccc4)N3C2=O)CC2c3cccc4[nH]cc(c34)CC21	3231965;1761041;3086640;748093;2852937;2382826;1236155;4622948;5504155;6674530;11415492;2275735;4256965;2041959;238011;2191104;10641725;3472254;4042232;990168;326364;646775;3967231;3311518;235815;6934122;498828;8548723;3737784;5828939;1674037;421272;147978;2573284;1483209;3571439;3403222;2101513;14898155;3601797;5423750;2844898;1108997;1178828;885257;1609179;503157;7678427;6865947;780694;6899147;3487571;952805;850365;344672;475134;7955845;5664360;4264696;2658900;432732;1242836;9893177;957530;61383;1236368;4766226;5356447;2532325;1011604;10482672;829771;887134;1239469;2538322;1711144;763134;1590051;4933641;973742;5038613;1346507;381606;4519158;4384600;1538204;2736001;1375525;12186980;253195;1549443;1385698;2592748;3737894;1651943;320309;2631078;1079602;2331243;1417908;193220;1453414;931132;578947;4413780;1630626;2718787;1710206;1443532;334534;1169703;1193375;3849429;791244;4508619;1677127;2052695;9430975;2775483;721823;2328072;1104420;5070229;8073436;1845802;4985614;3702372;1694153
CC(C)NCC(O)COC1=CC=CC2=C1C=CC=C2 DB00571	CC(C)NCC(O)COc1cccc2ccccc12	6670835;3165098;19334398;14923931;21602395;16322911;38719146;31113332;12793155;18774426;108544546;72648159;21940197;9087341;37592571;2012897;30838433;8672980;4359384;15132788;14908100;31468807;7506675;26239694;15410237;25839721;13470563;6380925;7498040;12095740;12300838;8906989;17334282;6500084;1483209;7680251;7922118;23318296;45968683;1684643;19733737;8484537;46232;10794384;6622133;12378067;18620093;9409867;54514989;780694;17740362;12126273;2322267;2497643;12969638;16508446;10632469;11125961;28949373;7552412;19090172;4799552;17171375;12275014;13177539;37697716;17538236;9627022;19794884;498389;20992136;58182159;15899078;30176128;9173206;4908387;21125049;22066841;21665892;973742;33574215;70626659;12536614;4222358;3461576;43547172;37243455;3528517;20989986;15868527;36316744;19262612;4252171;45998096;390555;11259721;30536415;13565634;24956071;815268;272327;474600;25908796;46044963;31761856;10723208;47865069;2880992;2031820;18113766;7454330;16192087;11454479;85391718;67285255;50101139;44222279;6279459;3432479;7544395;40564100;12143976;25293994;4194492;4604244;13062672;8193684;32042297
COC1=CC=C(CC(C)(C)NC[C@H](O)C2=C3OCC(=O)NC3=CC(O)=C2)C=C1 DB09080	COc1ccc(CC(C)(C)NCC(O)c2cc(O)cc3c2OCC(=O)N3)cc1	371106;14857322;1801577;17455853;10725256;9973618;825003;9782308;2434031;1162746;3214464;9847845;4543061;1524451;6294203;2012897;8058385;163694;4653548;13741384;100155;3983825;7572323;16719054;842463;4620913;14349425;4158522;33801720;5383976;6334135;2174370;2599412;760072;15916685;17860245;6318867;2718966;37062779;7490031;8584707;5809683;4137723;9017074;1644965;24871491;12947683;9409867;6228083;1788330;6907926;8530201;6760603;10976877;713268;10528062;18962605;5644528;3392758;820892;525820;1666168;12678496;3761388;5381063;1017964;5234604;9627022;3143735;10252510;12528800;6916767;2267430;4990213;11944511;6240066;2187154;4468760;4060542;973742;17506364;1422467;1804962;12114758;1982327;858420;11233474;1375525;4121309;4547418;19397553;1042580;9793703;1808064;24816107;9806752;2029060;1305831;12697789;1417908;7291044;336251;7336204;7165699;3783428;301981;2723649;5728333;2143508;15605158;944296;620821;5240341;7350516;3908106;9973227;13912731;4736847;735101;4452762;5848580;6893008;4917128;25493804;4322095;712260;9432112;22185080
[H][C@]12C[C@@H](OC(=O)C3=CC(OC)=C(OC)C(OC)=C3)[C@H](OC)[C@@H](C(=O)OC)[C@@]1([H])C[C@@]1([H])N(CCC3=C1NC1=CC=CC=C31)C2 DB01089	COC(=O)C1C2CC3c4[nH]c5ccccc5c4CCN3CC2CC(OC(=O)c2cc(OC)c(OC)c(OC)c2)C1OC	1106404;17438721;2678397;6116087;5276116;1910088;1790385;1198116;162631;3518882;2352044;2126339;6383869;3680767;1019579;7656719;4061689;449570;2740448;230976;2635752;4854467;2319955;906350;11465537;20013015;2768308;61720;858040;2795512;5919612;5343826;544398;760072;1483209;4533911;535646;2598991;4482027;10766837;4378741;7801408;1729684;1549686;569045;1485483;6379667;8497851;1394935;1737472;3550831;2469935;6987357;1199575;112550;1965966;5189901;2767832;1987794;2106580;1939516;1650140;4363086;675596;5501987;2686916;1215296;4394307;3737841;2254980;4112464;6969623;1439902;5773532;4603392;777161;946836;9810279;2697869;3163926;2514411;1810675;4241710;5784086;3948145;858420;1003997;2138173;4457166;3806538;3869858;881992;440189;836566;3862754;1549426;2341659;323448;4388851;1417908;4992839;1197561;2582412;3641987;22459772;4668421;107482;2750857;1644788;8872806;4862899;5423945;6481429;1195924;826944;64777;4161035;2788651;5768809;332507;6580704;1457188;7937357;222497;541806;5841876;3382740;2818596
ClC1=CC(Cl)=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1 DB01110	Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1	9230566;5471162;7360145;9766848;6615052;1860736;5689430;26433996;7675227;2585890;11581224;2122383;3120357;6846017;31600443;15667493;8732773;12005982;20234232;4089289;26498676;5703593;2365063;5160670;14009407;19104314;1493274;945040;17080;20172082;9230844;67318490;7442190;3690604;10235265;10174799;7571223;1723033;12673963;8517160;5964121;9859915;6705304;5706226;10737009;2262003;1848973;2218199;2257993;4081992;6493181;3717403;16616467;6113787;1357130;10780654;7859117;4396762;5009161;5256060;42854764;4109852;9267605;6647524;12865527;12806956;19946023;8754601;304453;20351370;4112464;18896759;7283038;10294904;6686610;6240066;9130885;677444;18001270;5552810;10320518;17881299;22548912;1087894;3369171;5046164;1470437;47086581;5014065;9801183;5339189;1851452;513714;16592548;17868818;2035422;14814432;9617743;5222107;20053119;2604477;21165909;5191032;4667587;4304930;196130;26826021;12664649;1646620;7909030;16802239;12710769;12464073;931050;5258890;17500545;15790795;17846439;11279439;2979275;16905632;21789088;9180224;2455783;3253763;584978;6637648;10953988
NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=CC=N1 DB00891	Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1	22658104;32068007;10773636;21515034;20233711;17571559;2454228;2265876;36473923;7193354;10109874;24602131;4655173;1814231;3900667;13645895;396861;14161382;43048788;24030599;26714663;1059473;5927683;33910558;10703151;37010514;47821323;16894532;17523512;778104;9616535;11113436;4852957;72582504;11156589;17713597;5139011;3785147;52052031;4343108;38058949;3929744;52522872;16527574;44554549;6958555;12059303;9409867;77909447;39155506;45408563;5078387;34732991;13701765;5248414;45876430;30648637;11125961;74727184;96409724;1957900;3400534;18272576;2791542;33429119;20670756;25916284;14305752;8943370;10561548;19130880;10865055;48426854;338851;24496997;30930138;29776776;16172948;82068854;11689945;29516256;5192427;6513302;6353014;1315063;4565132;5094920;71790805;66677125;1050004;2169379;38380470;10729288;12334348;30611382;18006636;1771784;11167045;30579529;4074309;28161052;9413357;27427848;6795587;28450568;10311730;44912003;29922725;14573272;26902630;1894472;23003165;18137561;82140;30360741;25831081;104835;30696655;33440281;16648030;384774;11381472;3733236;4275146;13050024;2232620;14565456;90738587
COC1=C(C\C=C(/C)CCC(O)=O)C(O)=C2C(=O)OCC2=C1C DB01024	COc1c(C)c2c(c(O)c1CC=C(C)CCC(=O)O)C(=O)OC2	683258;2349897;5836332;11772355;254324;7890221;5594821;5853244;8771315;8206674;19674724;537581;27866309;1384063;1461243;8480040;886797;2850934;4042232;12599391;16176285;12775927;10116915;12431902;3343865;38092165;4020292;11529254;2115000;2977848;8530112;5904166;2112550;7256684;10641397;14913067;21141986;12305006;21007295;3204800;4493338;12217931;10131713;823256;16907717;11440275;1677711;6111047;6649529;3419674;6408958;9385269;4690397;5025789;12354930;5229646;5189901;805825;15653746;1558276;517900;5289960;995206;25463248;1893935;3558872;16271039;7130286;2467555;27767387;15051304;2578263;887134;1022651;10516014;7439613;19295923;7206865;508756;6477475;415169;15362339;3158150;1271078;4378041;858420;1137206;11635045;3574786;12921439;10538669;4569396;2216578;11976748;6030006;18602049;3740761;4110786;5230199;13069281;25372214;10379427;1879020;2565091;21953128;6468302;6925633;6271322;6820016;1824262;3609723;8525367;19682495;5092246;3568673;2776399;29704103;7321979;12498429;13818019;25258714;12084508;3794534;13883563;5985966;6077216;7691424;4198161
NC(=O)C1=CC2=CC(=CC=C2O1)N1CCN(CCCCC2=CNC3=C2C=C(C=C3)C#N)CC1 DB06684	N#Cc1ccc2[nH]cc(CCCCN3CCN(c4ccc5oc(C(N)=O)cc5c4)CC3)c2c1	1362451;7057043;4839925;5834358;11114048;4200084;6280476;3852340;109959;2105394;8164974;537581;2261485;2323449;6174331;6257647;9410425;1365856;8505640;24735028;1916809;3544757;8194639;2197102;6277639;2413;1736690;42225;3299000;5153156;106928;989010;16766533;1534884;1483209;1322269;2050179;463561;604151;3204800;2013616;9272098;1069845;922596;12793797;2400747;6315919;8159973;3020375;2455962;3760756;3148973;1139237;1963681;599122;16757134;1153045;34002;6780386;2106580;7283004;1065602;54087;299270;5381063;28762392;11336360;3052916;2467555;1011604;13238248;1486407;1403918;2566782;366260;91619;1964554;6421654;212039;5792944;375706;15362339;4965002;6642934;1710022;7139932;4199194;2138173;3261941;7101468;3675680;4890950;5510833;2054814;12204828;2951672;3701184;1662304;1305735;674488;5059010;6680740;5381856;6330723;3762630;6543540;2803670;1071467;4978544;7714278;280587;1624833;3849429;7948402;32843422;4781003;1289407;15122403;2697451;2293235;7072562;460700;7937357;3039655;242478;3465544;9206472;4555745
FC1=CC=C(C=C1)C(N1CCN(C\C=C\C2=CC=CC=C2)CC1)C1=CC=C(F)C=C1 DB04841	Fc1ccc(C(c2ccc(F)cc2)N2CCN(CC=Cc3ccccc3)CC2)cc1	11900818;23671746;2271582;11392329;20175317;12555102;17464589;10060756;109959;6882290;10626682;29200685;27459037;30135509;3921467;7086474;26108249;9113696;24718264;12616928;215946;5703593;5090407;7194254;10659779;619387;19140247;3064140;5052408;65065724;5422463;2271799;25716093;4712188;15768617;2847455;2050179;13962409;38474935;42456440;13145457;4158420;29217421;21391902;12793797;18578851;14932825;9409867;2944863;80194;40801558;12126273;1101609;2497643;2001572;6688606;2809501;2846467;19440070;4470404;1001212;7025360;9077463;16941796;43658615;31343256;39885707;46813897;30944765;8612931;4839912;33799319;38681854;45782985;22760143;6240066;763134;1590051;22937153;21496273;406322;10878963;8894346;18342662;4384600;12294260;39003916;28091341;5779262;26181166;19719138;2222112;3779884;5569472;29054245;1692399;15522534;39752321;18970765;1417908;13487796;7102526;18277656;9322403;30902846;6598062;8027556;10758725;2386484;4520358;2350943;3986017;14333859;23924092;33483469;4277235;4161035;45900679;13855761;19739455;1137626;4444136;13522501;47928211;2719228;15138686;971504;39340934
CCN1CCN(CC2=CC=C(NC3=NC=C(F)C(=N3)C3=CC(F)=C4N=C(C)N(C(C)C)C4=C3)N=C2)CC1 DB12001	CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1	14178370;316808;4703614;18681014;10882910;7274471;8813181;9395316;12094859;11180034;7238126;4710325;2029773;1111965;16084475;3025314;396861;3725522;7488168;4854715;11823907;5703593;88131;205534;9757217;619387;3646518;1231349;5536504;1773451;1602708;4609756;3649906;10172372;2234969;5984355;2119384;1937968;22093767;5193203;25577464;38160;8338765;7264436;4882093;990139;152801;3379425;3805945;2651864;470910;574545;359423;5261611;685012;2097006;2286845;3398624;568448;4098652;4336892;1696364;9382306;3833728;2629759;5243184;5525031;1068579;7555532;2836962;10329024;1091895;384238;4432538;5729687;5405572;1509121;204036;1947742;866808;1342127;2293035;2603938;9030182;1233556;2301588;528383;1512909;11481581;1824502;7757955;434240;3231800;1989090;4370058;25719;1804982;9904025;3426171;1083610;961170;3535569;707664;2546531;6358848;3221396;2166946;5421579;1321640;110150;7995448;721981;5052955;2145758;7121216;1582477;4161035;640635;30927;116304;2322088;2150316;5532451;2455783;3812313;7806422;2386028;3206718
C1=CN(C=N1)C(C1=CC=CC=C1)C1=CC=C(C=C1)C1=CC=CC=C1 DB04794	c1ccc(-c2ccc(C(c3ccccc3)n3ccnc3)cc2)cc1	18025802;38420597;1578989;9391761;69373404;11369763;13749228;1832572;1788243;33654322;14199348;24602131;7449757;4722595;53542395;23818200;5897793;29463846;10396748;12102546;8988782;5703593;155143943;28863790;29957929;35969454;33383806;4533211;1289336;5175311;39222412;2271799;16592893;12867308;12292481;7109529;2050179;40803635;26176495;5147000;13145457;5001071;643179;39764432;10737009;5833563;52135101;755681;7482077;5391032;6774646;18803449;24916799;2497643;12969638;19600078;20452221;11125961;20012462;5256060;37224748;1721400;18272576;21051778;56005223;55819384;8168784;62439735;17076725;16790493;13375568;411127;17215566;26594262;13051899;6240066;5599481;1590051;1911714;5552810;10320518;3185035;22548912;23941222;19822482;9815812;6796504;14849685;3126588;4547418;26083631;29672204;6630175;2758430;6635080;41518858;26048158;20060685;34263585;1417908;9508517;36872280;1778260;17493059;11724164;935583;72358;2938659;49271132;7909030;5300830;620821;18137561;15217404;31807793;9973227;3947015;48081439;33755639;14892733;54826548;215964;15085321;2455783;2719228;8073808;19849012;6065884
[H][C@@]12CCCC[C@]1([H])CN(C[C@@H](O)[C@H](CSC1=CC=CC=C1)NC(=O)C1=C(C)C(O)=CC=C1)[C@@H](C2)C(=O)NC(C)(C)C DB00220	Cc1c(O)cccc1C(=O)NC(CSc1ccccc1)C(O)CN1CC2CCCCC2CC1C(=O)NC(C)(C)C	2331191;851071;287645;7940888;2380128;1933490;5926021;4099908;109959;1270922;213082;15754533;16308905;150363;6737915;2012897;6756505;8077620;503472;9859064;1993683;4034269;5395811;3619214;1402899;429083;1894858;444502;2467384;1475925;5771716;629822;800485;369864;814629;8471893;2050179;1639951;2555823;3116570;1455375;1274300;2233455;632204;357273;233683;2801483;2085497;657381;1539694;3872921;2341021;4515417;1179513;1073540;2568478;7407237;2373161;4137321;3027676;735004;1504942;2310142;5263078;1873383;2285584;6687732;7812242;2799659;3922275;8710616;15555;5426310;3875635;4876553;147139;183479;8698076;4438933;973742;8060193;788531;3078430;4191974;3941979;1882932;3021881;7034357;945174;4547418;344029;3632230;346578;9663082;218888;2940009;5644680;1225264;1419475;1286136;5850481;1615863;931132;2500035;7571150;194027;8461748;11772687;266412;9407750;1634818;620821;6181317;2127308;7156272;1677127;650851;1107939;3083997;5632701;2391290;4710024;12505355;1434822;13105887;4067228;1514912;4393770
[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@]1([H])[C@@]2([H])C=CC2=CC(=O)CC[C@@]12C DB00378	CC(=O)C1CCC2C3C=CC4=CC(=O)CCC4(C)C3CCC12C	6572000;7277271;1207484;35312976;2786445;11132591;4043587;7741388;7675475;19086122;22256114;22360313;18337349;150363;9992827;1600474;3164617;9244820;3328044;3508903;6522266;7549571;6011283;17154830;10876511;8112233;24851452;1735095;3167352;5828939;2058077;3897085;6234756;8039744;3732321;3468715;20488440;2527533;12719375;2421295;308937;3065164;9124351;608218;278561;4924331;13504521;2035691;2750203;5789342;15932020;1701567;11039047;1136781;9126818;2981726;34597413;5621723;60409525;8329548;10499212;3308210;6815689;6488190;25376979;7851780;10865671;2773541;25986786;3723258;32651848;1439263;4375806;21096752;1145023;11609192;1362922;8822696;10914433;39874292;4608870;6751803;15559818;5404390;639844;27582708;37468264;11635045;9208984;1743228;536394;4087656;599985;16538006;19981486;6413002;16507216;25365890;8147253;11451106;8360357;24568896;100036;648451;6107974;967803;22543514;10412499;29775012;8891846;1194535;6096451;1438787;2316141;18254086;2926395;15039535;1975471;4698815;1652302;9013842;12269084;4480052;78616057;1974700;7037638;9633448;20633531
CCOC1=CC=C(NC(C)=O)C=C1 DB03783	CCOc1ccc(NC(C)=O)cc1	371106;3821889;11111289;56125193;29629240;100447029;53433132;32644284;22344863;7193354;4568166;22598531;45675093;23355901;75543611;13645895;73648237;29675038;13017016;13661555;54942935;20307629;60674851;50998334;121542113;32637003;30182326;133590589;95079928;91193426;74983619;26746038;57884017;25446508;7346773;90732093;20720527;12594106;9806371;15520463;34842778;20750842;138391200;36830016;41704245;33513643;36125423;9409867;7312131;1788330;1204922;8975823;149320831;65098349;36953210;121478478;162577285;4267645;13093140;7552412;58707148;20415082;36623300;4928390;48290467;15523128;56384029;7175553;11412099;46530241;93925416;4061327;138649942;48256449;16077154;29379169;10969172;27934144;9437815;139059161;47012929;171120539;16322514;55496278;46912429;10647708;1618134;1512909;305623;42473712;1637903;34420776;1662326;56989696;8043095;36119873;28189835;25304803;51492895;50852076;129808583;6842001;27250112;28561731;43168726;19124321;468597;6413945;26031384;66914182;40230933;24470391;18137561;2706408;8130229;45904757;44252099;35989455;63414515;31381347;7199676;26209480;192706845;55429277;38408487;55446298;21520020;50769939
CCCCOC1=CC=C(CC(=O)NO)C=C1 DB13346	CCCCOc1ccc(CC(=O)NO)cc1	13333824;2349897;6095547;23732842;12334647;14792118;27351627;16124588;2434031;14132562;33896438;65181423;30640609;8731423;20091195;1992521;31166049;17957716;36361156;47396592;2604600;87619;20518923;18394638;109874853;18277936;9598242;53756360;11469560;77284666;29404931;2174370;4351364;18026708;28883341;3834377;20720527;14814685;22774963;37823412;5423632;2481699;14095678;118970320;27895241;12578067;36125423;202163;9411353;1788330;3833963;12510543;60033301;22294011;23041430;25463486;5189901;3313517;40355704;658380;1479196;16055720;23498698;13680218;8794787;28982328;7881207;3275179;25986786;3978673;54822616;4061327;35853118;11225144;3331990;6240066;846193;47078180;5130066;55705488;12625988;25820211;10640068;11644102;25440944;10647708;1618134;3528517;7861037;24599353;1484213;34420776;3356759;4481968;8043095;566437;3701184;23150343;74600735;38091670;6028799;16728460;8307320;2565091;47394616;11865222;45117516;6612642;17350344;8237958;944296;15835193;13154505;23903966;421117;11279041;8443667;6043303;3192433;24228660;7785902;12084508;18461990;53969555;10642917;33009610;13977968;58558744
O=C1C(C(=O)C2=CC=CC=C12)C1=CC=CC=C1 DB00498	O=C1c2ccccc2C(=O)C1c1ccccc1	64193541;2349897;56562351;8275979;3209064;110080313;101344724;50215436;23524155;50979514;173147150;24602131;62817581;2323449;15676155;14780183;23397733;44205276;112308216;22612944;79667213;5703593;77219267;28863790;29957929;51257139;6614310;42528534;30042744;88685148;2583725;979706;3008552;47590092;102881541;71010471;90621777;115283490;61331835;130804826;5646239;33338704;56808797;33994150;6321033;57578611;45930527;9409867;20586673;268483098;12743744;113046127;38629219;2497643;12969638;29775150;32484821;11125961;99673094;22391396;63166668;26151966;18272576;23673928;14026567;8920712;53504936;45054057;89774158;20269685;54840392;33754735;87250638;37108287;39832034;6240066;101128280;1590051;28174090;62513269;5243550;10878963;81011088;50040262;92697196;11947252;16239445;7976509;30692357;50426546;66566549;21595106;10729288;48372106;9304390;52825250;39670424;20060685;18871357;1417908;39844974;24894870;9238132;7165699;30106802;22531692;21084519;13222090;17350344;98609702;72666414;33188541;18137561;99186126;3350657;58860191;72564227;19271667;19733479;35189862;55938040;33572048;34880282;15245341;2719228;33009610;9775880;1656459
[H][C@@]12CC3=CNC4=CC=CC(=C34)[C@@]1([H])C[C@H](CN2CC=C)C(=O)N(CCCN(C)C)C(=O)NCC DB00248	C=CCN1CC(C(=O)N(CCCN(C)C)C(=O)NCC)CC2c3cccc4[nH]cc(c34)CC21	7577350;7057043;1904078;6116087;6049087;13872578;681689;4622948;5077671;258778;649406;16002999;5353225;2323449;238011;2352580;1596121;5331798;1130528;1274290;1062672;1652069;9297243;1937982;2964155;11822903;498828;3384769;9429240;7477602;7208915;979706;7538080;6315924;249549;4059893;8528741;2101513;3077611;17843089;899284;2958735;560058;3135134;578445;7625363;9210655;7678427;1909655;387448;6742648;3222707;952805;3263213;8684012;1149054;5189901;34002;565169;2658900;1939516;6655910;475533;957530;2920747;2958040;9931160;302324;1447342;1011604;5268128;5159407;887134;1289101;981011;978843;5116919;12319066;17775997;8832752;5038613;2629787;4015168;2139254;2659463;3105004;3741128;2138173;3214643;244763;1549443;1995538;19496640;3737894;6286483;8283569;2438450;7465830;4914435;1417908;1451506;4251164;1703876;545955;18513132;1630626;18619532;275608;6967376;334534;483804;1174019;3849429;9209692;11470364;23976687;9794195;3286003;3083997;375671;2328072;5684688;2103671;3844580;6888713;5841876;486868;1938881
CC(C)OC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1CC[C@@H](O)CCC1=CC=CC=C1 DB00654	CC(C)OC(=O)CCCC=CCC1C(O)CC(O)C1CCC(O)CCc1ccccc1	2331191;10427556;5500659;18248611;2501329;2158216;2742602;10448804;7675475;4332922;7959330;17299571;218549;3680767;589819;14706232;3164617;415578;3004700;2952014;1436613;1176063;2682315;16263630;4929859;2104646;10192229;1557688;17148664;1411603;8526054;15508068;4327468;18859668;3732321;721809;1405115;7905006;7809715;3023630;9365824;1053172;7494780;823256;961669;10321803;5313255;5274569;2716309;3965600;409170;151595;6365387;2497643;5715034;5942718;1176949;3434296;5170825;15552324;10948780;3558908;11789179;9685158;6520867;5237064;6687732;13736293;7653386;7093823;2107952;13090323;384382;1442765;2800390;6240066;1362922;132290;12498477;11371651;635445;10878963;5037970;6418822;4378041;921220;23448107;3483301;25444858;6313653;3869858;4569396;4839424;9475000;14082413;5658637;658025;3914937;2331243;1417908;1156778;4883364;1879020;6001091;30676854;5702477;2727320;10412499;13313516;5843686;5773109;3061103;712261;8182236;22922600;1038733;5534867;3563227;3297227;3696153;9013842;1302304;71105;4117192;2719228;11526754;1514912;6690473
CN1C(CSCC(F)(F)F)NC2=CC(Cl)=C(C=C2S1(=O)=O)S(N)(=O)=O DB01324	CN1C(CSCC(F)(F)F)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O	18817795;20741354;10619872;6364225;2140073;12100449;2454228;13165876;12619019;2974282;7758504;27519981;10517;2318995;8557307;1962578;10333945;12541118;43048788;654111;13616959;853753;4525887;122574;12248135;19718872;6772241;1490302;16353208;2679288;3349675;15682403;17625896;1073904;4940337;673233;60035549;11043750;6701959;11137057;9267172;12168356;1433004;6175522;9972489;6012331;1233859;1926465;11614577;9981510;15211779;2625677;2874177;4795581;17023538;4787022;918453;11125961;1788558;7363988;16021484;3573826;13825772;4096558;14997955;10785108;5234604;15784198;6239440;6101338;13591584;34804607;1401598;32479412;32587150;4880553;35251562;880489;1024094;14966300;10837100;8328987;712310;30125366;6959354;14314804;8494710;24048749;15071067;9439148;10419399;25914752;141475;22814652;4243376;24406950;12165374;7191600;13951955;28063815;41708643;3379363;7602080;6136291;13937224;1266870;32197676;8427547;10805884;2209702;33144426;8009563;12435931;33563977;5566210;53327157;19804479;126415;16214621;40554359;16226042;702528;892097;3007336;35397479;17812158;7726124;12099626
CC(C)OC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1\C=C\C(F)(F)COC1=CC=CC=C1 DB08819	CC(C)OC(=O)CCCC=CCC1C(O)CC(O)C1C=CC(F)(F)COc1ccccc1	2331191;5451723;10719553;18248611;17953;705370;14105032;10448804;5152823;4332922;7959330;17299571;218549;3680767;6790971;16405621;3164617;6719024;4977292;2952014;1436613;10663991;2682315;656142;8690659;2805826;6862508;1557688;20757944;1411603;2878162;15508068;4327468;18859668;1413665;4059893;5968960;7905006;7651347;3697566;8110513;1053172;7494780;823256;961669;6825875;5313255;5274569;8905401;1788330;409170;7688329;4121105;2497643;5715034;1385630;1176949;870358;1788192;2450196;10948780;3558908;11789179;2233172;14692075;551804;6687732;6422120;7653386;12834165;2107952;6916767;384382;4287668;9364116;5710551;1362922;132290;12498477;7335484;2453305;10878963;15559818;6418822;4378041;921220;1618134;3483301;3258392;502041;6281229;4569396;818947;9663082;4076709;5658637;22461409;6243128;2331243;3048472;33257015;4883364;1879020;6001091;5129642;1704944;11868171;513839;11898264;3518854;301018;3061103;712261;2891397;11147915;2648391;5534867;3563227;13537811;1847674;7213912;1302304;71105;4117192;225927;5655126;1514912;8045206
